,job,company,country,address,time,link
171,Backend Developer (JAVA),Ngân Hàng Á Châu | ACB,"
Vietnam
",Ha Noi,14 ngày trước,https://itviec.com/viec-lam-it/backend-developer-java-ngan-hang-a-chau-acb-3548?lab_feature=preview_jd_page
172,"Sr Fullstack Engineer (Java, React)",Doctor Anywhere,"
Singapore
",Ho Chi Minh,14 ngày trước,https://itviec.com/viec-lam-it/sr-fullstack-engineer-java-reactjs-doctor-anywhere-4740?lab_feature=preview_jd_page
173,Java Developer (Spring/MySQL),ATI JSC,"
Vietnam
",Ho Chi Minh,14 ngày trước,https://itviec.com/viec-lam-it/java-developer-spring-mysql-ati-jsc-5001?lab_feature=preview_jd_page
174,"Java Dev (Spring, J2EE, OOP) All Levels",Hahalolo,"
Vietnam
",Ho Chi Minh,14 ngày trước,https://itviec.com/viec-lam-it/java-dev-spring-j2ee-oop-all-levels-hahalolo-4850?lab_feature=preview_jd_page
175,Remote Backend Developer (Java),METRO.digital,"
Germany
",Ho Chi Minh,14 ngày trước,https://itviec.com/viec-lam-it/remote-backend-developer-java-metro-digital-3034?lab_feature=preview_jd_page
176,(Senior) Backend Engineer (Java),NAVER VIETNAM,"
South Korea
",Ha Noi,15 ngày trước,https://itviec.com/viec-lam-it/senior-backend-engineer-java-naver-vietnam-3623?lab_feature=preview_jd_page
177,Junior/Senior 5 Java Backend Developer,LIG TECHNOLOGIES VIETNAM,"
Japan
",Ha Noi,15 ngày trước,https://itviec.com/viec-lam-it/junior-senior-5-java-backend-up-to-3000-lig-technologies-vietnam-1453?lab_feature=preview_jd_page
178,Senior Java Developer,Generali Vietnam Life Insurance,"
Thứ 2 - Thứ 6
",Ho Chi Minh,15 ngày trước,https://itviec.com/viec-lam-it/senior-java-developer-generali-vietnam-life-insurance-5037?lab_feature=preview_jd_page
179,Java Developer -Joining bonus/US Product,Simpson Strong-Tie Vietnam,"
United States
",Ho Chi Minh,15 ngày trước,https://itviec.com/viec-lam-it/java-developer-e-commerce-us-product-simpson-strong-tie-vietnam-4705?lab_feature=preview_jd_page
180,Backend Engineer(NodeJS/Java/JavaScript),NOVAGROUP,"
Vietnam
",Ho Chi Minh,17 ngày trước,https://itviec.com/viec-lam-it/backend-engineer-nodejs-java-javascript-novagroup-4842?lab_feature=preview_jd_page
181,[HCM] 6 Backend Developers (Java/Golang),VNPAY,"
Vietnam
",Ho Chi Minh,17 ngày trước,https://itviec.com/viec-lam-it/hcm-6-backend-developers-java-golang-vnpay-5034?lab_feature=preview_jd_page
182,[S2K] Java Developer (Spring/J2EE) T8061,CMC Global,"
Thứ 2 - Thứ 6
",Ho Chi Minh,17 ngày trước,https://itviec.com/viec-lam-it/s2k-java-developer-spring-j2ee-t8061-cmc-global-2707?lab_feature=preview_jd_page
183,Jr Java Developer (Spring/SQL) -SL 50,Smart – Solutions Việt Nam,"
Vietnam
",Ho Chi Minh,17 ngày trước,https://itviec.com/viec-lam-it/jr-java-developer-spring-sql-smart-solutions-viet-nam-3031?lab_feature=preview_jd_page
184,Java Developer (Spring/MySQL) ,Grooo International JSC,"
South Korea
",Ha Noi,17 ngày trước,https://itviec.com/viec-lam-it/java-developer-spring-mysql-grooo-international-jsc-2807?lab_feature=preview_jd_page
185,Jr./Mid Developer (PHP/Java) ,AI&T,"
Vietnam
",Ho Chi Minh,17 ngày trước,https://itviec.com/viec-lam-it/jr-mid-developer-php-java-ai-t-1752?lab_feature=preview_jd_page
186,Mid/Senior/Lead Backend Engineer (Java) - Sign on-bonus,NAB Innovation Centre Vietnam,"
Australia
",Ha Noi,17 ngày trước,https://itviec.com/viec-lam-it/mid-senior-lead-backend-engineer-java-nab-innovation-centre-vietnam-0721?lab_feature=preview_jd_page
187,(Fresher/ Junior) Java Engineer,Magnolia,"
Switzerland
",Ho Chi Minh,17 ngày trước,https://itviec.com/viec-lam-it/fresher-junior-java-engineer-magnolia-0835?lab_feature=preview_jd_page
188,"Android Developer (Java, Kotlin, OOP)",Công Ty Cổ Phần Công Nghệ Healthcare Now (HENO),"
Vietnam
",Ha Noi,17 ngày trước,https://itviec.com/viec-lam-it/android-developer-java-kotlin-oop-cong-ty-co-phan-cong-nghe-healthcare-now-heno-1708?lab_feature=preview_jd_page
189,"2 Fullstack Dev (ReactJS, NodeJS, Java)",BlueBottle Digital Việt Nam,"
Vietnam
",Ha Noi,17 ngày trước,https://itviec.com/viec-lam-it/2-fullstack-dev-reactjs-nodejs-java-bluebottle-digital-viet-nam-3526?lab_feature=preview_jd_page
190,"Java Web Developer (Spring, SQL)",ELEMENT6,"
Singapore
",Ho Chi Minh,17 ngày trước,https://itviec.com/viec-lam-it/java-web-developer-spring-sql-element6-0114?lab_feature=preview_jd_page
191,"Automation Tester (Java, Python)",Ngân hàng TMCP Tiên Phong | TPBank ,"
Vietnam
",Ha Noi,17 ngày trước,https://itviec.com/viec-lam-it/automation-tester-java-python-ngan-hang-tmcp-tien-phong-tpbank-1002?lab_feature=preview_jd_page
192,"Backend Dev (Java, Golang)",DNSE,"
Vietnam
",Ho Chi Minh,18 ngày trước,https://itviec.com/viec-lam-it/backend-dev-java-golang-dnse-1110?lab_feature=preview_jd_page
193,"Backend Developer (Ruby, Java, PHP)",Limeade (Tinypulse),"
United States
",Ha Noi,18 ngày trước,https://itviec.com/viec-lam-it/backend-developer-ruby-java-php-limeade-tinypulse-3340?lab_feature=preview_jd_page
194,Senior Backend Engineer (Java) ,VinID (A member of One Mount Group),"
Vietnam
",Ha Noi,18 ngày trước,https://itviec.com/viec-lam-it/senior-backend-engineer-java-vinid-a-member-of-one-mount-group-3036?lab_feature=preview_jd_page
195,Senior Java Developer ,Laudert Vietnam,"
Germany
",Ha Noi,18 ngày trước,https://itviec.com/viec-lam-it/senior-java-developer-laudert-vietnam-3811?lab_feature=preview_jd_page
196,Backend Developer (Go/Java/Nodejs/.NET) ,GHN,"
Vietnam
",Ho Chi Minh,19 ngày trước,https://itviec.com/viec-lam-it/backend-developer-go-java-nodejs-net-ghn-4730?lab_feature=preview_jd_page
197,Full-Stack Java Developer - Up to 2000$,MEGAZONE,"
South Korea
",Ha Noi,19 ngày trước,https://itviec.com/viec-lam-it/full-stack-java-developer-up-to-2000-megazone-5646?lab_feature=preview_jd_page
198,Sr/Jr Backend Engineer (Java/Spring),VINBRAIN,"
Vietnam
",Ho Chi Minh,19 ngày trước,https://itviec.com/viec-lam-it/sr-jr-backend-engineer-java-spring-vinbrain-0830?lab_feature=preview_jd_page
199,5-9 Sr. Frontend Backend-Java/React/.NET,Futa Bus Lines,"
Vietnam
",Ha Noi,19 ngày trước,https://itviec.com/viec-lam-it/5-9-sr-frontend-backend-java-react-net-futa-bus-lines-4200?lab_feature=preview_jd_page
200,Senior Software Engineer (Java),Smart Pay,"
Vietnam
",Ho Chi Minh,22 ngày trước,https://itviec.com/viec-lam-it/senior-software-engineer-java-smart-pay-1830?lab_feature=preview_jd_page
201,[Remote] Senior Java Developer (Spring),Jitera,"
Japan
",Ho Chi Minh,22 ngày trước,https://itviec.com/viec-lam-it/remote-senior-java-developer-spring-jitera-2842?lab_feature=preview_jd_page
202,"Java Developer (MySQL, Spring, Oracle)","CJ OLIVENETWORKS VINA CO., LTD","
South Korea
",Ho Chi Minh,22 ngày trước,https://itviec.com/viec-lam-it/java-developer-mysql-spring-oracle-cj-olivenetworks-vina-co-ltd-2525?lab_feature=preview_jd_page
203,"Jr/Sr Backend Dev (Java, MySQL, Spring)",Ecom365 ,"
Vietnam
",Ha Noi,22 ngày trước,https://itviec.com/viec-lam-it/backend-developer-java-mysql-spring-ecom365-4216?lab_feature=preview_jd_page
204,[DI3] Java Developer (Spring) - 1Y441,MSB,"
Vietnam
",Ho Chi Minh,23 ngày trước,https://itviec.com/viec-lam-it/di3-java-developer-spring-1y441-msb-0656?lab_feature=preview_jd_page
205,"Software Engineer (Python, NodeJS, Java)",Athena Studio,"
United Arab Emirates
",Ha Noi,23 ngày trước,https://itviec.com/viec-lam-it/software-engineer-python-nodejs-java-athena-studio-1710?lab_feature=preview_jd_page
206,Back-end Developer (Java Springboot),Công ty Cổ phần Chứng khoán VPBank,"
Vietnam
",Ho Chi Minh,23 ngày trước,https://itviec.com/viec-lam-it/back-end-developer-java-springboot-cong-ty-co-phan-chung-khoan-vpbank-1350?lab_feature=preview_jd_page
207,"Java Developer (SQL, Spring)",Techcombank,"
Vietnam
",Ho Chi Minh,23 ngày trước,https://itviec.com/viec-lam-it/java-developer-sql-spring-techcombank-0149?lab_feature=preview_jd_page
208,IT Java Developer (All Level),Trung tâm Fico – TPBank ,"
Vietnam
",Ho Chi Minh,23 ngày trước,https://itviec.com/viec-lam-it/it-java-developer-all-level-trung-tam-fico-tpbank-3628?lab_feature=preview_jd_page
209,Sr Fullstack Dev (.Net/Java/ReactJS),Hanwha Life Vietnam,"
South Korea
",Ho Chi Minh,23 ngày trước,https://itviec.com/viec-lam-it/sr-fullstack-dev-net-java-reactjs-hanwha-life-vietnam-0424?lab_feature=preview_jd_page
210,15 Java Web Dev (Spring/ReactJS) ~$3000,CODE88 COMPANY LIMITED,"
Singapore
",Ha Noi,23 ngày trước,https://itviec.com/viec-lam-it/15-java-web-dev-spring-reactjs-3000-code88-company-limited-0251?lab_feature=preview_jd_page
